0.5077,690.0
0.501,688.0
0.5,687.0
0.5,683.0
0.55,683.0
0.5,681.0
0.5,675.0
0.5,672.0
0.55,672.0
0.45,672.0
0.55,669.0
0.499,673.0
0.501,669.0
0.55,659.0
0.5,638.0
0.5,624.0
0.5,613.0
0.55,606.0
0.4,600.0
0.499,594.0
0.501,592.0
0.55,591.0
0.499,588.0
0.501,586.0
0.5,587.0
0.55,590.0
0.5,592.0
0.5,596.0
0.5,603.0
0.549,610.0
0.501,622.0
0.5,626.0
0.5,638.0
0.549,647.0
0.501,655.0
0.5,661.0
0.499,669.0
0.5,678.0
0.55,687.0
0.501,690.0
0.5,697.0
0.499,704.0
0.55,707.0
0.4,714.0
0.6,717.0
0.4,720.0
0.551,720.0
0.5,720.0
0.5,720.0
0.5,720.0
0.55,721.0
0.499,722.0
0.501,726.0
0.5,730.0
0.5,731.0
0.549,735.0
0.5,738.0
0.501,739.0
0.499,739.0
0.551,735.0
0.5,729.0
0.5,725.0
0.5,723.0
0.55,721.0
0.5,722.0
0.499,720.0
0.501,720.0
0.55,720.0
0.499,720.0
0.5,720.0
0.4,719.0
0.551,714.0
0.499,715.0
0.501,716.0
0.5,717.0
0.5,718.0
0.549,720.0
0.5,723.0
0.501,724.0
0.499,727.0
0.551,734.0
0.5,730.0
0.5,731.0
0.499,730.0
0.551,732.0
0.5,723.0
0.5,718.0
0.5,710.0
0.549,706.0
0.501,705.0
0.5,705.0
0.5,705.0
0.549,707.0
0.5,710.0
0.501,715.0
0.499,718.0
0.401,719.0
0.549,718.0
0.501,711.0
0.499,701.0
0.501,699.0
0.55,697.0
0.5,697.0
0.499,693.0
0.5,694.0
0.551,691.0
0.5,690.0
0.5,693.0
0.499,691.0
0.551,695.0
0.5,695.0
0.5,698.0
0.5,704.0
0.55,705.0
0.5,709.0
0.5,717.0
0.4,720.0
0.649,722.0
0.501,723.0
0.5,729.0
0.399,733.0
0.5,736.0
0.551,738.0
0.5,734.0
0.5,731.0
0.5,730.0
0.55,722.0
0.5,720.0
0.5,724.0
0.499,722.0
0.551,720.0
0.5,718.0
0.5,718.0
0.499,717.0
0.551,719.0
0.5,719.0
0.5,720.0
0.5,721.0
0.549,726.0
0.45,726.0
0.551,731.0
0.5,733.0
0.5,736.0
0.55,738.0
0.499,739.0
0.501,739.0
0.5,741.0
0.45,742.0
0.499,745.0
0.501,750.0
0.5,752.0
0.55,752.0
0.5,753.0
0.5,750.0
0.499,739.0
0.551,723.0
0.499,711.0
0.501,691.0
0.5,675.0
0.55,658.0
0.5,647.0
0.499,639.0
0.501,631.0
0.5,629.0
0.55,625.0
0.5,623.0
0.5,623.0
0.5,624.0
0.55,624.0
0.5,626.0
0.5,623.0
0.5,614.0
0.55,599.0
0.4,590.0
0.499,578.0
0.5,576.0
0.651,570.0
0.399,574.0
0.5,573.0
0.501,576.0
0.5,578.0
0.55,583.0
0.5,583.0
0.5,591.0
0.499,599.0
0.551,605.0
0.5,611.0
0.499,620.0
0.501,625.0
0.55,634.0
0.5,640.0
0.5,642.0
0.5,651.0
0.55,651.0
0.499,651.0
0.501,651.0
0.5,646.0
0.55,651.0
0.5,651.0
0.4,654.0
0.5,656.0
0.5,656.0
0.55,658.0
0.499,662.0
0.501,663.0
0.5,667.0
0.55,673.0
0.499,677.0
0.501,682.0
0.5,685.0
0.549,685.0
0.501,688.0
0.5,693.0
0.499,695.0
0.551,699.0
0.399,699.0
0.6,702.0
0.501,703.0
0.45,704.0
0.6,706.0
0.5,707.0
0.5,712.0
0.55,715.0
0.5,719.0
0.499,720.0
0.401,722.0
0.5,723.0
0.549,727.0
0.501,731.0
0.5,732.0
0.499,734.0
0.551,736.0
0.5,738.0
0.5,743.0
0.5,745.0
0.55,748.0
0.5,749.0
0.5,749.0
0.5,752.0
0.55,752.0
0.5,749.0
0.5,748.0
0.5,742.0
0.55,735.0
0.499,735.0
0.5,732.0
0.5,730.0
0.501,725.0
0.55,720.0
0.5,720.0
0.4,717.0
0.5,715.0
0.549,716.0
0.5,717.0
0.501,710.0
0.499,703.0
0.55,693.0
0.5,688.0
0.501,682.0
0.5,678.0
0.55,674.0
0.5,673.0
0.5,674.0
0.5,672.0
0.55,673.0
0.5,673.0
0.5,672.0
0.5,663.0
0.5,662.0
0.549,658.0
0.5,657.0
0.501,656.0
0.499,653.0
0.55,653.0
0.501,653.0
0.499,654.0
0.401,655.0
0.549,656.0
0.501,658.0
0.5,663.0
0.499,666.0
0.551,667.0
0.5,667.0
0.5,661.0
0.5,657.0
0.55,654.0
0.5,649.0
0.5,649.0
0.5,647.0
0.5,651.0
0.549,653.0
0.5,653.0
0.501,654.0
0.5,656.0
0.55,657.0
0.5,658.0
0.499,663.0
0.5,670.0
0.551,673.0
0.4,673.0
0.6,672.0
0.399,672.0
0.551,675.0
0.5,674.0
0.5,673.0
0.5,671.0
0.55,671.0
0.5,672.0
0.5,673.0
0.5,675.0
0.5,679.0
0.549,681.0
0.501,685.0
0.5,687.0
0.5,688.0
0.55,688.0
0.499,688.0
0.501,688.0
0.5,688.0
0.549,688.0
0.501,688.0
0.5,688.0
0.5,689.0
0.45,687.0
0.6,687.0
0.5,689.0
0.4,690.0
0.549,690.0
0.5,689.0
0.6,688.0
0.4,689.0
0.501,689.0
0.55,692.0
0.5,694.0
0.5,692.0
0.5,695.0
0.55,700.0
0.5,701.0
0.5,699.0
0.5,694.0
0.549,691.0
0.5,688.0
0.501,687.0
0.5,685.0
0.55,685.0
0.5,683.0
0.5,679.0
0.499,679.0
0.551,680.0
0.4,682.0
0.5,683.0
0.5,682.0
0.499,683.0
0.551,688.0
0.5,692.0
0.5,694.0
0.499,697.0
0.55,699.0
0.501,703.0
0.5,704.0
0.5,710.0
0.549,714.0
0.5,717.0
0.5,719.0
0.501,720.0
0.55,720.0
0.5,720.0
0.5,721.0
0.5,720.0
0.55,724.0
0.5,723.0
0.5,727.0
0.5,725.0
0.5,729.0
0.55,726.0
0.5,731.0
0.5,732.0
0.4,734.0
0.55,733.0
0.5,734.0
0.499,733.0
0.5,733.0
0.551,726.0
0.5,715.0
0.5,701.0
0.5,686.0
0.549,672.0
0.501,663.0
0.5,658.0
0.5,657.0
0.549,657.0
0.501,656.0
0.5,656.0
0.5,657.0
0.499,658.0
0.551,662.0
0.5,669.0
0.5,672.0
0.5,678.0
0.55,681.0
0.5,685.0
0.5,686.0
0.5,683.0
0.55,686.0
0.5,684.0
0.45,687.0
0.449,688.0
0.551,689.0
0.5,689.0
0.499,691.0
0.5,692.0
0.551,691.0
0.499,693.0
0.501,693.0
0.5,695.0
0.499,692.0
0.55,689.0
0.501,689.0
0.5,688.0
0.5,687.0
0.45,688.0
0.6,688.0
0.499,688.0
0.501,691.0
0.55,690.0
0.5,695.0
0.499,698.0
0.5,694.0
0.551,691.0
0.499,686.0
0.501,678.0
0.4,672.0
0.5,666.0
0.55,661.0
0.5,657.0
0.5,654.0
0.5,649.0
0.55,643.0
0.5,640.0
0.5,640.0
0.499,637.0
0.55,636.0
0.501,633.0
0.499,633.0
0.5,627.0
0.551,627.0
0.5,627.0
0.5,629.0
0.5,632.0
0.55,634.0
0.5,637.0
0.5,640.0
0.5,641.0
0.55,646.0
0.5,647.0
0.499,654.0
0.501,656.0
0.55,656.0
0.5,656.0
0.4,656.0
0.499,652.0
0.501,648.0
0.55,643.0
0.5,643.0
0.5,640.0
0.5,640.0
0.549,641.0
0.501,645.0
0.5,651.0
0.5,655.0
0.55,656.0
0.499,659.0
0.501,665.0
0.5,671.0
0.55,672.0
0.5,675.0
0.5,682.0
0.5,679.0
0.55,678.0
0.5,673.0
0.499,672.0
0.501,667.0
0.499,666.0
0.451,660.0
0.499,656.0
0.501,656.0
0.499,654.0
0.551,649.0
0.5,651.0
0.499,647.0
0.501,650.0
0.55,647.0
0.5,651.0
0.5,647.0
0.45,647.0
0.6,650.0
0.5,651.0
0.5,651.0
0.499,652.0
0.551,656.0
0.5,656.0
0.5,660.0
0.5,662.0
0.5,667.0
0.45,667.0
0.6,663.0
0.5,663.0
0.5,664.0
0.55,665.0
0.399,669.0
0.5,671.0
0.5,673.0
0.551,674.0
0.5,685.0
0.499,686.0
0.5,688.0
0.55,690.0
0.501,694.0
0.5,698.0
0.499,703.0
0.5,704.0
0.551,704.0
0.5,705.0
0.5,704.0
0.5,704.0
0.55,704.0
0.5,699.0
0.5,695.0
0.5,688.0
0.549,687.0
0.5,682.0
0.501,684.0
0.5,682.0
0.55,683.0
0.5,686.0
0.5,685.0
0.4,687.0
0.549,688.0
0.501,689.0
0.499,695.0
0.501,697.0
0.5,702.0
0.55,704.0
0.499,705.0
0.501,709.0
0.499,711.0
0.55,710.0
0.501,714.0
0.5,713.0
0.5,711.0
0.55,714.0
0.5,708.0
0.499,703.0
0.501,693.0
0.549,679.0
0.5,657.0
0.501,634.0
0.499,607.0
0.55,583.0
0.5,566.0
0.5,549.0
0.501,535.0
0.399,524.0
0.551,510.0
0.5,501.0
0.5,494.0
0.5,487.0
0.55,485.0
0.499,478.0
0.501,474.0
0.5,470.0
0.55,465.0
0.5,466.0
0.45,467.0
0.55,473.0
0.55,478.0
0.5,481.0
0.5,475.0
0.499,477.0
0.551,472.0
0.5,470.0
0.5,466.0
0.5,464.0
0.55,464.0
0.5,464.0
0.4,463.0
0.5,462.0
0.5,455.0
0.55,451.0
0.499,450.0
0.5,447.0
0.5,444.0
0.551,439.0
0.499,437.0
0.501,437.0
0.5,437.0
0.55,443.0
0.5,447.0
0.5,454.0
0.5,457.0
0.55,464.0
0.5,466.0
0.5,469.0
0.5,470.0
0.45,471.0
0.6,470.0
0.5,475.0
0.499,477.0
0.501,471.0
0.55,473.0
0.5,475.0
0.5,475.0
0.4,475.0
0.55,479.0
0.499,481.0
0.601,482.0
0.399,481.0
0.551,480.0
0.5,483.0
0.5,483.0
0.499,481.0
0.551,480.0
0.5,480.0
0.5,478.0
0.5,480.0
0.55,479.0
0.499,483.0
0.5,487.0
0.501,493.0
0.499,496.0
0.551,500.0
0.5,504.0
0.5,507.0
0.499,508.0
0.55,509.0
0.5,509.0
0.501,510.0
0.5,509.0
0.449,510.0
0.5,511.0
0.501,511.0
0.5,523.0
0.55,523.0
0.5,528.0
0.5,528.0
0.5,533.0
0.5,537.0
0.55,539.0
0.5,542.0
0.5,543.0
0.499,547.0
0.55,551.0
0.5,553.0
0.501,558.0
0.5,560.0
0.549,560.0
0.501,562.0
0.5,563.0
0.5,566.0
0.55,569.0
0.5,573.0
0.5,576.0
0.499,576.0
0.551,576.0
0.499,582.0
0.4,587.0
0.5,589.0
0.501,592.0
0.55,597.0
0.5,599.0
0.5,603.0
0.5,609.0
0.549,610.0
0.501,614.0
0.5,615.0
0.5,618.0
0.55,619.0
0.499,619.0
0.501,620.0
0.499,622.0
0.551,621.0
0.499,622.0
0.501,623.0
0.499,624.0
0.551,623.0
0.5,624.0
0.5,624.0
0.5,624.0
0.55,624.0
0.499,625.0
0.401,624.0
0.599,624.0
0.401,629.0
0.55,629.0
0.5,629.0
0.5,629.0
0.6,629.0
0.45,626.0
0.5,629.0
0.5,630.0
0.5,630.0
0.55,630.0
0.5,636.0
0.5,638.0
0.499,640.0
0.55,641.0
0.6,642.0
0.401,642.0
0.499,647.0
0.551,649.0
0.499,650.0
0.501,653.0
0.5,655.0
0.5,656.0
0.55,656.0
0.5,657.0
0.4,660.0
0.499,663.0
0.551,665.0
0.5,668.0
0.5,672.0
0.5,675.0
0.55,671.0
0.499,671.0
0.501,668.0
0.5,669.0
0.55,666.0
