0.5077,1710.0
0.5,1632.0
0.5,1558.0
0.499,1509.0
0.501,1478.0
0.5,1491.0
0.549,1510.0
0.501,1518.0
0.5,1509.0
0.449,1462.0
0.601,1413.0
0.499,1386.0
0.45,1429.0
0.601,1488.0
0.4,1519.0
0.5,1535.0
0.5,1498.0
0.65,1424.0
0.35,1353.0
0.55,1291.0
0.499,1269.0
0.501,1282.0
0.55,1310.0
0.5,1342.0
0.449,1370.0
0.55,1392.0
0.551,1415.0
0.5,1438.0
0.5,1459.0
0.45,1483.0
0.6,1503.0
0.45,1527.0
0.549,1553.0
0.451,1575.0
0.6,1599.0
0.5,1618.0
0.5,1635.0
0.55,1655.0
0.5,1678.0
0.4,1690.0
0.499,1701.0
0.601,1712.0
0.55,1728.0
0.5,1742.0
0.4,1748.0
0.5,1757.0
0.5,1753.0
0.5,1744.0
0.55,1743.0
0.5,1750.0
0.5,1758.0
0.55,1767.0
0.5,1778.0
0.499,1780.0
0.451,1757.0
0.599,1722.0
0.5,1709.0
0.501,1692.0
0.499,1696.0
0.551,1711.0
0.499,1728.0
0.501,1741.0
0.5,1751.0
0.55,1765.0
0.399,1775.0
0.6,1776.0
0.501,1782.0
0.5,1797.0
0.549,1806.0
0.401,1813.0
0.5,1823.0
0.5,1833.0
0.55,1840.0
0.499,1847.0
0.5,1854.0
0.501,1859.0
0.55,1865.0
0.5,1867.0
0.5,1872.0
0.5,1877.0
0.5,1883.0
0.5,1891.0
0.55,1898.0
0.499,1904.0
0.551,1904.0
0.5,1910.0
0.4,1915.0
0.599,1918.0
0.451,1909.0
0.6,1864.0
0.5,1774.0
0.5,1710.0
0.499,1675.0
0.451,1664.0
0.5,1664.0
0.499,1680.0
0.501,1685.0
0.55,1694.0
0.6,1705.0
0.4,1718.0
0.499,1730.0
0.5,1742.0
0.551,1747.0
0.5,1759.0
0.5,1770.0
0.499,1776.0
0.551,1778.0
0.499,1777.0
0.5,1781.0
0.501,1787.0
0.55,1797.0
0.45,1808.0
0.55,1815.0
0.5,1824.0
0.55,1835.0
0.5,1841.0
0.5,1851.0
0.45,1856.0
0.5,1865.0
0.6,1872.0
0.4,1876.0
0.5,1876.0
0.55,1879.0
0.5,1895.0
0.499,1903.0
0.5,1905.0
0.551,1905.0
0.5,1906.0
0.5,1906.0
0.499,1914.0
0.501,1917.0
0.549,1922.0
0.501,1930.0
0.5,1936.0
0.45,1939.0
0.6,1945.0
0.45,1952.0
0.55,1955.0
0.499,1962.0
0.551,1966.0
0.499,1969.0
0.5,1973.0
0.5,1981.0
0.551,1984.0
0.399,1986.0
0.5,1990.0
0.501,1996.0
0.55,2000.0
0.499,2000.0
0.501,2006.0
0.5,2007.0
0.5,2015.0
0.55,2018.0
0.499,2022.0
0.451,2029.0
0.55,2025.0
0.55,2000.0
0.499,1969.0
0.45,1943.0
0.551,1922.0
0.45,1917.0
0.6,1929.0
0.5,1936.0
0.5,1936.0
0.499,1934.0
0.551,1935.0
0.5,1936.0
0.5,1943.0
0.549,1943.0
0.501,1949.0
0.499,1953.0
0.4,1962.0
0.501,1968.0
0.55,1978.0
0.499,1993.0
0.501,1999.0
0.499,2009.0
0.501,2000.0
0.55,2012.0
0.5,2019.0
0.499,2029.0
0.55,2033.0
0.501,2039.0
0.45,2052.0
0.549,2061.0
0.45,2064.0
0.501,2067.0
0.6,2071.0
0.45,2079.0
0.5,2082.0
0.499,2090.0
0.501,2096.0
0.55,2096.0
0.499,2097.0
0.501,2097.0
0.5,2093.0
0.499,2087.0
0.5,2089.0
0.5,2092.0
0.551,2096.0
0.5,2102.0
0.499,2103.0
0.55,2096.0
0.5,2089.0
0.501,2067.0
0.5,2046.0
0.5,2037.0
0.5,2039.0
0.549,2038.0
0.451,2044.0
0.6,2045.0
0.449,2052.0
0.5,2059.0
0.501,2064.0
0.599,2065.0
0.401,2071.0
0.6,2078.0
0.5,2082.0
0.499,2086.0
0.551,2091.0
0.499,2095.0
0.4,2098.0
0.501,2103.0
0.55,2110.0
0.499,2112.0
0.5,2114.0
0.501,2117.0
0.55,2126.0
0.5,2128.0
0.45,2128.0
0.55,2130.0
0.549,2131.0
0.5,2133.0
0.5,2133.0
0.501,2125.0
0.5,2118.0
0.55,2126.0
0.5,2128.0
0.5,2130.0
0.5,2134.0
0.55,2139.0
0.499,2143.0
0.5,2145.0
0.501,2149.0
0.55,2151.0
